날짜,공휴일,날씨,유료합계,어른,청소년,어린이,외국인,단체,무료합계,총계,연,월,일,요일
2016-11-11,X,구름 조금,2184,1414,690.0,80,118,876,1478,3662,2016,11,11,4
2016-11-12,O,흐림,10483,9149,228.0,1106,85,1271,3442,13925,2016,11,12,5
2016-11-13,O,구름 많음,10405,8971,361.0,1073,164,583,3002,13407,2016,11,13,6
2016-11-14,X,비,924,487,411.0,26,15,411,895,1819,2016,11,14,0
2016-11-15,X,맑음,919,836,17.0,66,24,243,1286,2205,2016,11,15,1
2016-11-16,X,구름 조금,880,803,46.0,31,39,108,1139,2019,2016,11,16,2
2016-11-17,X,,2051,1572,215.0,264,43,77,1429,3480,2016,11,17,3
2016-11-18,X,,1336,989,82.0,265,12,315,1020,2356,2016,11,18,4
2016-11-19,O,,7068,6203,139.0,726,116,179,2868,9936,2016,11,19,5
2016-11-20,O,,21101,9684,10262.0,1155,86,10030,3287,24388,2016,11,20,6
2016-11-21,X,구름 많음,1092,1012,33.0,47,22,30,1139,2231,2016,11,21,0
2016-11-22,X,구름 조금,420,387,19.0,14,4,30,1013,1433,2016,11,22,1
2016-11-23,X,구름 조금,265,253,8.0,4,16,0,756,1021,2016,11,23,2
2016-11-24,X,맑음,176,161,14.0,1,11,0,705,881,2016,11,24,3
2016-11-25,X,구름 조금,985,362,606.0,17,20,606,832,1817,2016,11,25,4
2016-11-26,O,눈/비,1052,896,46.0,110,29,191,1273,2325,2016,11,26,5
2016-11-27,O,구름 조금,2296,1917,88.0,291,53,78,1519,3815,2016,11,27,6
2016-11-28,X,맑음,451,382,43.0,26,12,0,729,1180,2016,11,28,0
2016-11-29,X,맑음,383,348,25.0,10,30,0,854,1237,2016,11,29,1
2016-11-30,X,흐림,302,245,48.0,9,17,31,676,978,2016,11,30,2
2016-12-01,X,맑음,654,476,57.0,121,18,0,829,1483,2016,12,1,3
2016-12-02,X,맑음,405,368,22.0,15,41,0,819,1224,2016,12,2,4
2016-12-03,O,구름 조금,3750,3330,88.0,332,58,33,1955,5705,2016,12,3,5
2016-12-04,O,흐림,2748,2376,94.0,278,39,0,1612,4360,2016,12,4,6
2016-12-05,X,구름 많음,283,235,35.0,13,12,0,669,952,2016,12,5,0
2016-12-06,X,맑음,249,172,64.0,13,26,30,748,997,2016,12,6,1
2016-12-07,X,구름 조금,477,230,240.0,7,2,224,837,1314,2016,12,7,2
2016-12-08,X,흐림,269,219,39.0,11,18,0,821,1090,2016,12,8,3
2016-12-09,X,맑음,464,230,227.0,7,10,188,781,1245,2016,12,9,4
2016-12-10,O,맑음,1323,1162,57.0,104,50,0,1063,2386,2016,12,10,5
2016-12-11,O,맑음,1877,1605,63.0,209,50,0,1345,3222,2016,12,11,6
2016-12-12,X,구름 많음,384,331,28.0,25,40,0,659,1043,2016,12,12,0
2016-12-13,X,,349,301,40.0,8,30,0,963,1312,2016,12,13,1
2016-12-14,X,,251,208,15.0,28,13,137,679,930,2016,12,14,2
2016-12-15,X,,123,101,18.0,4,13,0,575,698,2016,12,15,3
2016-12-16,X,구름 조금,155,129,14.0,12,9,0,410,565,2016,12,16,4
2016-12-17,O,구름 많음,1301,1087,74.0,140,24,80,1102,2403,2016,12,17,5
2017-03-28,X,구름 많음,0,0,0.0,0,0,0,2,2,2017,3,28,1
2017-03-29,X,구름 조금,0,0,0.0,0,0,0,7,7,2017,3,29,2
2017-03-30,X,구름 조금,1302,1187,13.0,102,96,115,1067,2369,2017,3,30,3
2017-03-31,X,비,727,386,328.0,13,41,270,572,1299,2017,3,31,4
2017-04-01,O,비,13317,11155,204.0,1455,100,30,3753,17070,2017,4,1,5
2017-04-02,O,맑음,22166,19107,423.0,2636,164,0,10291,32457,2017,4,2,6
2017-04-03,X,맑음,1960,1878,18.0,64,27,0,1072,3032,2017,4,3,0
2017-04-04,X,구름 조금,2199,2054,68.0,77,97,260,1377,3576,2017,4,4,1
2017-04-05,X,비,459,344,105.0,10,17,190,608,1067,2017,4,5,2
2017-04-06,X,흐림,702,587,85.0,30,14,138,901,1603,2017,4,6,3
2017-04-07,X,구름 조금,4388,3419,821.0,148,111,998,1860,6248,2017,4,7,4
2017-04-08,O,구름 조금,28514,24756,638.0,3120,220,137,12373,40887,2017,4,8,5
2017-04-09,O,구름 많음,28496,24523,590.0,3383,283,0,10863,39359,2017,4,9,6
2017-04-10,X,구름 조금,5293,5106,27.0,160,38,105,2296,7589,2017,4,10,0
2017-04-11,X,구름 조금,4001,3867,16.0,118,63,558,3034,7035,2017,4,11,1
2017-04-12,X,맑음,4315,4113,36.0,166,112,676,3223,7538,2017,4,12,2
2017-04-13,X,구름 많음,4117,3631,197.0,289,54,1115,3610,7727,2017,4,13,3
2017-04-14,X,비,1811,1079,691.0,41,30,945,1247,3058,2017,4,14,4
2017-04-15,O,구름 조금,24079,20770,365.0,2944,225,370,7668,31747,2017,4,15,5
2017-04-16,O,구름 많음,27413,23676,383.0,3354,347,37,9706,37119,2017,4,16,6
2017-04-17,X,비,1423,270,910.0,243,21,1157,623,2046,2017,4,17,0
2017-04-18,X,비,1167,863,6.0,298,35,802,1697,2864,2017,4,18,1
2017-04-19,X,구름 조금,14960,3528,10045.0,1387,91,13390,2949,17909,2017,4,19,2
2017-04-20,X,흐림,1628,1165,8.0,455,59,1035,1802,3430,2017,4,20,3
2017-04-21,X,구름 많음,4057,2802,620.0,635,63,2355,3208,7265,2017,4,21,4
2017-04-22,O,구름 조금,22402,19141,292.0,2969,241,1361,8396,30798,2017,4,22,5
2017-04-23,O,맑음,25108,21854,269.0,2985,300,333,15008,40116,2017,4,23,6
2017-04-24,X,구름 많음,3603,3019,24.0,560,74,759,2423,6026,2017,4,24,0
2017-04-25,X,흐림,2604,1910,223.0,471,74,1924,3056,5660,2017,4,25,1
2017-04-26,X,맑음,3457,2730,61.0,666,16,2865,3918,7375,2017,4,26,2
2017-04-27,X,구름 조금,3364,2636,202.0,526,52,2709,4277,7641,2017,4,27,3
2017-04-28,X,구름 조금,5319,3033,1765.0,521,67,4238,4214,9533,2017,4,28,4
2017-04-29,O,맑음,16398,13782,483.0,2133,150,625,5083,21481,2017,4,29,5
2017-04-30,O,구름 조금,20115,17158,488.0,2469,410,230,6481,26596,2017,4,30,6
2017-05-01,X,맑음,18113,14566,2177.0,1370,359,2012,5023,23136,2017,5,1,0
2017-05-02,X,맑음,11328,4233,2547.0,4548,49,6650,2610,13938,2017,5,2,1
2017-05-03,O,맑음,24428,19887,1086.0,3455,153,354,6570,30998,2017,5,3,2
2017-05-04,X,구름 많음,15879,12233,870.0,2776,143,54,9406,25285,2017,5,4,3
2017-05-05,O,구름 조금,27046,25824,1222.0,0,616,170,19218,46264,2017,5,5,4
2017-05-06,O,맑음,7559,6183,411.0,965,434,102,2356,9915,2017,5,6,5
2017-05-07,O,맑음,5724,4818,318.0,588,269,41,1906,7630,2017,5,7,6
2017-05-08,X,구름 많음,2790,1396,1308.0,86,58,1379,1086,3876,2017,5,8,0
2017-05-09,X,흐림,2687,2216,223.0,248,56,0,1310,3997,2017,5,9,1
2017-05-10,X,구름 많음,2247,1556,612.0,79,22,1520,2338,4585,2017,5,10,2
2017-05-11,X,구름 많음,2853,1612,829.0,412,42,2595,2961,5814,2017,5,11,3
2017-05-12,X,구름 많음,16618,5050,6205.0,5363,58,16276,2223,18841,2017,5,12,4
2017-05-13,O,비,5183,4416,163.0,604,49,405,2725,7908,2017,5,13,5
2017-05-14,O,맑음,25187,22675,467.0,2045,288,6666,6194,31381,2017,5,14,6
2017-05-15,X,구름 많음,3954,2135,1639.0,180,42,2437,2470,6424,2017,5,15,0
2017-05-16,X,구름 많음,2622,2016,176.0,430,59,1868,3612,6234,2017,5,16,1
2017-05-17,X,구름 조금,2719,2006,82.0,631,47,1998,3811,6530,2017,5,17,2
2017-05-18,X,맑음,3769,2197,1058.0,514,70,3607,4693,8462,2017,5,18,3
2017-05-19,X,맑음,7041,3016,3227.0,798,77,6145,5264,12305,2017,5,19,4
2017-05-20,O,구름 조금,17221,15055,399.0,1767,147,908,5751,22972,2017,5,20,5
2017-05-21,O,맑음,18981,16674,363.0,1944,284,307,5727,24708,2017,5,21,6
2017-05-22,X,구름 조금,2569,2440,5.0,124,47,527,2307,4876,2017,5,22,0
2017-05-23,X,흐림,2241,1756,206.0,279,44,1247,3143,5384,2017,5,23,1
2017-05-24,X,구름 조금,3514,2620,546.0,348,75,1522,2824,6338,2017,5,24,2
2017-05-25,X,구름 많음,3486,3001,167.0,318,78,1600,4356,7842,2017,5,25,3
2017-05-26,X,맑음,6869,4456,1900.0,513,109,4286,5818,12687,2017,5,26,4
2017-05-27,O,맑음,26602,23575,549.0,2478,398,1314,7193,33795,2017,5,27,5
2017-05-28,O,맑음,28606,25346,675.0,2585,519,4532,10589,39195,2017,5,28,6
2017-05-29,X,맑음,4129,3966,40.0,123,232,364,3138,7267,2017,5,29,0
2017-05-30,X,구름 많음,4837,4370,344.0,123,68,1444,3988,8825,2017,5,30,1
2017-05-31,X,흐림,3635,3145,418.0,72,199,885,3201,6836,2017,5,31,2
2017-06-01,X,비,4851,3094,171.0,1586,92,2456,4339,9190,2017,6,1,3
2017-06-02,X,구름 조금,6839,4519,1968.0,352,140,3149,4076,10915,2017,6,2,4
2017-06-03,O,맑음,23443,20989,533.0,1921,310,472,9796,33239,2017,6,3,5
2017-06-04,O,맑음,25815,22617,699.0,2499,469,61,10475,36290,2017,6,4,6
2017-06-05,X,구름 조금,14277,11391,1663.0,1223,161,4173,4315,18592,2017,6,5,0
2017-06-06,O,흐림,15290,12888,582.0,1820,154,295,7312,22602,2017,6,6,1
2017-06-07,X,흐림,978,623,344.0,11,28,393,893,1871,2017,6,7,2
2017-06-08,X,맑음,20092,2597,17345.0,150,146,18420,3289,23381,2017,6,8,3
2017-06-09,X,구름 많음,13047,9728,963.0,2356,136,11161,2465,15512,2017,6,9,4
2017-06-10,O,구름 많음,16544,14602,378.0,1564,296,1493,4957,21501,2017,6,10,5
2017-06-11,O,맑음,17348,15379,331.0,1638,297,152,6150,23498,2017,6,11,6
2017-06-12,X,구름 많음,1869,1675,104.0,90,103,264,1720,3589,2017,6,12,0
2017-06-13,X,비,1404,1347,10.0,47,84,678,2511,3915,2017,6,13,1
2017-06-14,X,맑음,1653,1235,320.0,98,64,1060,2493,4146,2017,6,14,2
2017-06-15,X,맑음,4710,3337,25.0,1348,83,4242,2281,6991,2017,6,15,3
2017-06-16,X,구름 많음,1414,1254,116.0,44,68,676,1893,3307,2017,6,16,4
2017-06-17,O,맑음,7092,6042,183.0,867,149,351,3132,10224,2017,6,17,5
2017-06-18,O,구름 조금,6269,5524,111.0,634,218,185,2378,8647,2017,6,18,6
2017-06-19,X,구름 조금,1063,961,33.0,69,29,96,1100,2163,2017,6,19,0
2017-06-20,X,구름 많음,939,838,19.0,82,59,459,1591,2530,2017,6,20,1
2017-06-21,X,구름 조금,918,799,37.0,82,54,246,1283,2201,2017,6,21,2
2017-06-22,X,구름 조금,11650,898,10705.0,47,85,10925,1285,12935,2017,6,22,3
2017-06-23,X,구름 조금,906,836,16.0,54,71,275,1216,2122,2017,6,23,4
2017-06-24,O,구름 많음,4215,3640,83.0,492,125,63,1987,6202,2017,6,24,5
2017-06-25,O,흐림,4309,3786,63.0,460,145,56,1854,6163,2017,6,25,6
2017-06-26,X,비,609,572,6.0,31,24,0,663,1272,2017,6,26,0
2017-06-27,X,구름 많음,939,878,10.0,51,51,187,1304,2243,2017,6,27,1
2017-06-28,X,구름 많음,862,807,16.0,39,70,132,1251,2113,2017,6,28,2
2017-06-29,X,구름 많음,904,846,14.0,44,61,235,1216,2120,2017,6,29,3
2017-06-30,X,구름 많음,1002,840,26.0,136,72,316,1101,2103,2017,6,30,4
2017-07-01,O,흐림,5728,5112,85.0,531,113,60,2080,7808,2017,7,1,5
2017-07-02,O,비,725,649,12.0,64,63,0,718,1443,2017,7,2,6
2017-07-03,X,비,313,289,4.0,20,15,0,494,807,2017,7,3,0
2017-07-04,X,구름 많음,891,559,27.0,305,74,362,824,1715,2017,7,4,1
2017-07-05,X,구름 많음,600,495,62.0,43,59,60,749,1349,2017,7,5,2
2017-07-06,X,구름 많음,611,425,167.0,19,58,141,640,1251,2017,7,6,3
2017-07-07,X,비,330,275,8.0,47,21,30,540,870,2017,7,7,4
2017-07-08,O,흐림,955,832,25.0,98,77,30,745,1700,2017,7,8,5
2017-07-09,O,비,2218,1903,76.0,239,151,0,1222,3440,2017,7,9,6
2017-07-10,X,비,73,69,2.0,2,12,0,265,338,2017,7,10,0
2017-07-11,X,비,591,473,46.0,72,51,91,889,1480,2017,7,11,1
2017-07-12,X,구름 조금,859,487,315.0,57,44,279,738,1597,2017,7,12,2
2017-07-13,X,구름 조금,536,466,27.0,43,57,0,640,1176,2017,7,13,3
2017-07-14,X,구름 많음,654,486,117.0,51,74,218,695,1349,2017,7,14,4
2017-07-15,O,비,1007,857,63.0,87,88,72,928,1935,2017,7,15,5
2017-07-16,O,흐림,3254,2857,84.0,313,78,0,1335,4589,2017,7,16,6
2017-07-17,X,비,567,503,21.0,43,11,31,621,1188,2017,7,17,0
2017-07-18,X,구름 많음,692,586,50.0,56,68,74,766,1458,2017,7,18,1
2017-07-19,X,구름 많음,537,465,21.0,51,42,0,643,1180,2017,7,19,2
2017-07-20,X,구름 많음,395,333,30.0,32,81,0,536,931,2017,7,20,3
2017-07-21,X,구름 많음,595,370,191.0,34,62,177,481,1076,2017,7,21,4
2017-07-22,O,흐림,1437,1238,53.0,146,154,33,1064,2501,2017,7,22,5
2017-07-23,O,비,357,319,12.0,26,20,36,339,696,2017,7,23,6
2017-07-24,X,비,304,242,33.0,29,57,0,392,696,2017,7,24,0
2017-07-25,X,흐림,602,507,49.0,46,54,44,716,1318,2017,7,25,1
2017-07-26,X,구름 조금,701,540,83.0,78,100,0,566,1267,2017,7,26,2
2017-07-27,X,구름 많음,10159,7696,121.0,2342,93,9074,730,10889,2017,7,27,3
2017-07-28,X,비,403,332,11.0,60,47,0,369,772,2017,7,28,4
2017-07-29,O,흐림,4360,3756,131.0,473,69,111,1474,5834,2017,7,29,5
2017-07-30,O,흐림,4426,3828,185.0,413,286,70,1335,5761,2017,7,30,6
2017-07-31,X,비,1409,996,31.0,382,55,0,362,1771,2017,7,31,0
2017-08-01,X,구름 많음,2562,2123,118.0,321,177,30,1370,3932,2017,8,1,1
2017-08-02,X,비,1320,1069,92.0,159,57,0,656,1976,2017,8,2,2
2017-08-03,X,구름 조금,1301,1053,82.0,166,181,0,622,1923,2017,8,3,3
2017-08-04,X,구름 조금,1638,1298,126.0,214,52,46,526,2164,2017,8,4,4
2017-08-05,O,구름 많음,1879,1602,83.0,194,135,30,866,2745,2017,8,5,5
2017-08-06,O,비,1506,1250,87.0,169,105,0,844,2350,2017,8,6,6
2017-08-07,X,비,725,565,56.0,104,62,0,511,1236,2017,8,7,0
2017-08-08,X,구름 많음,867,659,72.0,136,117,0,637,1504,2017,8,8,1
2017-08-09,X,구름 많음,991,721,120.0,150,89,0,610,1601,2017,8,9,2
2017-08-10,X,비,481,350,61.0,70,53,31,462,943,2017,8,10,3
2017-08-11,X,구름 많음,1234,959,74.0,201,41,104,669,1903,2017,8,11,4
2017-08-12,O,구름 조금,4749,4082,118.0,549,92,39,1647,6396,2017,8,12,5
2017-08-13,O,구름 많음,7791,6680,227.0,884,345,45,2580,10371,2017,8,13,6
2017-08-14,X,흐림,1133,827,47.0,259,105,44,714,1847,2017,8,14,0
2017-08-15,O,비,409,329,24.0,56,15,0,422,831,2017,8,15,1
2017-08-16,X,흐림,1304,1039,33.0,232,46,0,707,2011,2017,8,16,2
2017-08-17,X,비,1011,814,25.0,172,67,0,872,1883,2017,8,17,3
2017-08-18,X,비,1701,1390,39.0,272,86,46,1072,2773,2017,8,18,4
2017-08-19,O,흐림,7960,6850,170.0,940,168,69,2715,10675,2017,8,19,5
2017-08-20,O,비,948,811,27.0,110,51,0,505,1453,2017,8,20,6
2017-08-21,X,비,3763,540,3111.0,112,52,3152,629,4392,2017,8,21,0
2017-08-22,X,구름 많음,1434,1196,25.0,213,78,0,979,2413,2017,8,22,1
2017-08-23,X,비,345,289,7.0,49,24,0,379,724,2017,8,23,2
2017-08-24,X,비,162,134,6.0,22,23,0,410,572,2017,8,24,3
2017-08-25,X,구름 조금,1351,1169,74.0,108,33,30,933,2284,2017,8,25,4
2017-08-26,O,구름 조금,11083,9721,179.0,1183,139,75,3391,14474,2017,8,26,5
2017-08-27,O,흐림,12944,11289,231.0,1424,194,34,3854,16798,2017,8,27,6
2017-08-28,X,비,760,697,9.0,54,36,0,709,1469,2017,8,28,0
2017-08-29,X,구름 많음,2016,1916,14.0,86,60,96,1420,3436,2017,8,29,1
2017-08-30,X,구름 많음,1677,1603,28.0,46,16,74,1183,2860,2017,8,30,2
2017-08-31,X,맑음,1872,1722,75.0,75,40,198,1345,3217,2017,8,31,3
2017-09-01,X,구름 조금,2139,1794,178.0,167,43,137,1290,3429,2017,9,1,4
2017-09-02,O,맑음,17375,15241,238.0,1896,127,34,5938,23313,2017,9,2,5
2017-09-03,O,구름 조금,17551,15418,260.0,1873,180,60,6440,23991,2017,9,3,6
2017-09-04,X,구름 조금,1740,1641,22.0,77,127,35,1171,2911,2017,9,4,0
2017-09-05,X,흐림,1008,884,20.0,104,70,189,1176,2184,2017,9,5,1
2017-09-06,X,흐림,877,369,490.0,18,14,535,926,1803,2017,9,6,2
2017-09-07,X,구름 많음,2517,1946,14.0,557,53,640,1936,4453,2017,9,7,3
2017-09-08,X,맑음,2637,1440,930.0,267,13,1521,1539,4176,2017,9,8,4
2017-09-09,O,구름 조금,12034,10366,208.0,1460,126,296,5269,17303,2017,9,9,5
2017-09-10,O,흐림,12394,10648,211.0,1535,211,46,4135,16529,2017,9,10,6
2017-09-11,X,흐림,10287,7259,158.0,2870,27,9598,669,10956,2017,9,11,0
2017-09-12,X,맑음,1932,1429,470.0,33,43,876,1868,3800,2017,9,12,1
2017-09-13,X,맑음,1767,1652,68.0,47,20,573,2108,3875,2017,9,13,2
2017-09-14,X,맑음,1529,1420,23.0,86,29,322,1480,3009,2017,9,14,3
2017-09-15,X,구름 많음,2972,1923,902.0,147,30,1912,2743,5715,2017,9,15,4
2017-09-16,O,구름 많음,16130,13696,308.0,2126,153,426,4751,20881,2017,9,16,5
2017-09-17,O,구름 조금,16453,14355,189.0,1909,221,36,5246,21699,2017,9,17,6
2017-09-18,X,구름 조금,2329,1999,24.0,306,17,420,1867,4196,2017,9,18,0
2017-09-19,X,비,756,579,3.0,174,32,593,1557,2313,2017,9,19,1
2017-09-20,X,맑음,4111,1564,2133.0,414,19,2802,2038,6149,2017,9,20,2
2017-09-21,X,맑음,1920,1603,19.0,298,44,1107,2880,4800,2017,9,21,3
2017-09-22,X,구름 조금,3324,1815,1175.0,334,53,3438,3959,7283,2017,9,22,4
2017-09-23,O,구름 조금,11369,9117,209.0,2043,92,4272,6146,17515,2017,9,23,5
2017-09-24,O,구름 조금,10563,8989,215.0,1359,127,725,3957,14520,2017,9,24,6
2017-09-25,X,구름 조금,1430,1223,18.0,189,13,162,1092,2522,2017,9,25,0
2017-09-26,X,구름 많음,1513,1029,83.0,401,32,992,2067,3580,2017,9,26,1
2017-09-27,X,,1315,553,172.0,590,14,976,1179,2494,2017,9,27,2
2017-09-28,X,,2089,1332,71.0,686,6,1196,1942,4031,2017,9,28,3
2017-09-29,X,,4760,1278,1624.0,1858,57,3501,1778,6538,2017,9,29,4
2017-09-30,O,,9835,8387,316.0,1132,64,103,2877,12712,2017,9,30,5
2017-10-01,O,,4305,3543,144.0,618,107,0,2108,6413,2017,10,1,6
2017-10-02,X,,16443,14218,355.0,1870,186,0,4944,21387,2017,10,2,0
2017-10-03,O,,12770,10949,360.0,1461,438,0,3719,16489,2017,10,3,1
2017-10-04,O,,15332,13288,496.0,1548,1174,0,3888,19220,2017,10,4,2
2017-10-05,O,,24914,21322,680.0,2912,701,0,7662,32576,2017,10,5,3
2017-10-06,O,,15135,12842,389.0,1904,359,0,5813,20948,2017,10,6,4
2017-10-07,O,,23018,19513,663.0,2842,359,0,9073,32091,2017,10,7,5
2017-10-08,O,구름 많음,21692,18372,553.0,2767,218,83,7559,29251,2017,10,8,6
2017-10-09,O,구름 조금,15519,13211,479.0,1829,71,359,5655,21174,2017,10,9,0
2017-10-10,X,흐림,1014,806,8.0,200,13,203,1290,2304,2017,10,10,1
2017-10-11,X,구름 많음,1299,305,573.0,421,19,1147,808,2107,2017,10,11,2
2017-10-12,X,흐림,1985,734,637.0,614,111,1882,1917,3902,2017,10,12,3
2017-10-13,X,맑음,3044,1401,1243.0,400,40,2619,3359,6403,2017,10,13,4
2017-10-14,O,구름 조금,12728,10745,358.0,1625,129,1633,4257,16985,2017,10,14,5
2017-10-15,O,구름 조금,15009,12955,298.0,1756,43,213,4648,19657,2017,10,15,6
2017-10-16,X,구름 많음,4806,4199,14.0,593,48,3917,1900,6706,2017,10,16,0
2017-10-17,X,구름 조금,10451,2399,,1560,47,9928,3581,14032,2017,10,17,1
2017-10-18,X,흐림,2442,1317,353.0,772,47,1556,2565,5007,2017,10,18,2
2017-10-19,X,구름 조금,2871,1959,448.0,464,48,1926,3044,5915,2017,10,19,3
2017-10-20,X,맑음,6030,3082,2531.0,417,46,5156,4345,10375,2017,10,20,4
2017-10-21,O,맑음,16596,14199,335.0,2062,176,1792,6062,22658,2017,10,21,5
2017-10-22,O,구름 많음,20970,17176,663.0,3131,129,3709,4103,25073,2017,10,22,6
2017-10-23,X,구름 조금,2373,2042,53.0,278,17,954,2172,4545,2017,10,23,0
2017-10-24,X,구름 조금,16818,11388,3413.0,2017,36,15364,2636,19454,2017,10,24,1
2017-10-25,X,맑음,2360,1745,164.0,451,70,898,2265,4625,2017,10,25,2
2017-10-26,X,구름 많음,2587,1624,525.0,438,37,1388,2536,5123,2017,10,26,3
2017-10-27,X,맑음,5139,2734,1901.0,504,76,3594,3292,8431,2017,10,27,4
2017-10-28,O,맑음,19418,16172,658.0,2588,158,5114,7461,26879,2017,10,28,5
2017-10-29,O,맑음,15050,12844,440.0,1766,208,285,4464,19514,2017,10,29,6
2017-10-30,X,맑음,1986,1210,592.0,184,43,686,1352,3338,2017,10,30,0
2017-10-31,X,구름 조금,4073,1332,117.0,2624,57,2724,1695,5768,2017,10,31,1
2017-11-01,X,구름 많음,1782,1546,100.0,136,61,298,1581,3363,2017,11,1,2
2017-11-02,X,비,1170,1046,85.0,39,68,294,1499,2669,2017,11,2,3
2017-11-03,X,구름 조금,2290,1776,252.0,262,52,1009,866,3156,2017,11,3,4
2017-11-04,O,맑음,8665,7476,226.0,963,91,216,3422,12087,2017,11,4,5
2017-11-05,O,구름 많음,10026,8543,220.0,1263,104,69,2736,12762,2017,11,5,6
2017-11-06,X,구름 많음,1580,1504,13.0,63,44,68,1760,3340,2017,11,6,0
2017-11-07,X,구름 많음,1857,1319,397.0,141,53,846,1637,3494,2017,11,7,1
2017-11-08,X,맑음,1272,1010,245.0,17,50,424,1381,2653,2017,11,8,2
2017-11-09,X,맑음,1428,1274,10.0,144,29,301,1661,3089,2017,11,9,3
2017-11-10,X,비,1106,941,88.0,77,36,695,1247,2353,2017,11,10,4
2017-11-11,O,맑음,6091,5225,191.0,675,68,1026,1917,8008,2017,11,11,5
2017-11-12,O,구름 조금,7128,6232,175.0,721,32,520,2184,9312,2017,11,12,6
2017-11-13,X,흐림,606,561,13.0,32,7,35,1005,1611,2017,11,13,0
2017-11-14,X,구름 조금,853,758,1.0,94,25,256,1150,2003,2017,11,14,1
2017-11-15,X,구름 조금,485,437,32.0,16,27,169,919,1404,2017,11,15,2
2017-11-16,X,구름 조금,476,372,72.0,32,30,0,769,1245,2017,11,16,3
2017-11-17,X,비,692,271,409.0,12,29,471,696,1388,2017,11,17,4
2017-11-18,O,맑음,1637,1374,85.0,178,57,352,1122,2759,2017,11,18,5
2017-11-19,O,맑음,1082,950,51.0,81,59,30,836,1918,2017,11,19,6
2017-11-20,X,구름 많음,260,232,20.0,8,26,0,597,857,2017,11,20,0
2017-11-21,X,맑음,709,238,407.0,64,14,430,872,1581,2017,11,21,1
2017-11-22,X,맑음,455,315,42.0,98,30,165,586,1041,2017,11,22,2
2017-11-23,X,흐림,1315,806,31.0,478,24,1101,612,1927,2017,11,23,3
2017-11-24,X,구름 많음,203,175,21.0,7,13,0,544,747,2017,11,24,4
2017-11-25,O,비,468,428,9.0,31,12,157,916,1384,2017,11,25,5
2017-11-26,O,구름 조금,1600,1368,56.0,176,56,0,887,2487,2017,11,26,6
2017-11-27,X,,342,313,12.0,17,2,46,730,1072,2017,11,27,0
2017-11-28,X,,302,267,14.0,21,48,0,837,1139,2017,11,28,1
2017-11-29,X,,191,163,18.0,10,18,0,604,795,2017,11,29,2
2017-11-30,X,맑음,10638,158,10472.0,8,20,42,680,11318,2017,11,30,3
2017-12-01,X,구름 많음,213,170,33.0,10,21,0,505,718,2017,12,1,4
2017-12-02,O,구름 많음,1133,1010,45.0,78,18,0,1035,2168,2017,12,2,5
2017-12-03,O,흐림,1120,986,33.0,101,21,0,871,1991,2017,12,3,6
2017-12-04,X,구름 조금,161,136,17.0,8,11,0,558,719,2017,12,4,0
2017-12-05,X,흐림,169,164,1.0,4,5,71,461,630,2017,12,5,1
2017-12-06,X,흐림,109,97,10.0,2,15,0,612,721,2017,12,6,2
2017-12-07,X,구름 조금,199,144,50.0,5,13,33,712,911,2017,12,7,3
2017-12-08,X,맑음,149,128,17.0,4,15,0,494,643,2017,12,8,4
2017-12-09,O,구름 많음,776,678,30.0,68,20,32,1016,1792,2017,12,9,5
2017-12-10,O,비,419,356,24.0,39,12,0,605,1024,2017,12,10,6
2017-12-11,X,,71,56,2.0,13,12,0,408,479,2017,12,11,0
2017-12-12,X,맑음,85,45,37.0,3,4,33,239,324,2017,12,12,1
2017-12-13,X,맑음,86,75,11.0,0,20,0,376,462,2017,12,13,2
2017-12-14,X,구름 많음,319,59,15.0,245,9,241,442,761,2017,12,14,3
2017-12-15,X,흐림,145,99,35.0,11,12,0,482,627,2017,12,15,4
2017-12-16,O,구름 조금,371,306,20.0,45,11,0,835,1206,2017,12,16,5
2017-12-17,O,구름 조금,442,379,20.0,43,28,38,554,996,2017,12,17,6
2017-12-18,X,구름 많음,103,89,13.0,1,2,0,317,420,2017,12,18,0
2017-12-19,X,맑음,165,61,102.0,2,22,90,492,657,2017,12,19,1
2017-12-20,O,눈,2509,202,2035.0,272,1,2454,476,2985,2017,12,20,2
2017-12-21,X,맑음,132,103,18.0,11,12,0,521,653,2017,12,21,3
2017-12-22,X,구름 많음,209,186,11.0,12,3,1,595,804,2017,12,22,4
2017-12-23,O,흐림,912,771,66.0,75,41,43,998,1910,2017,12,23,5
2017-12-24,O,눈/비,144,114,14.0,16,7,0,259,403,2017,12,24,6
2017-12-25,O,맑음,1502,1195,188.0,119,29,3,526,2028,2017,12,25,0
2017-12-26,X,맑음,200,178,7.0,15,24,0,572,772,2017,12,26,1
2017-12-27,X,맑음,129,112,10.0,7,9,0,359,488,2017,12,27,2
2017-12-28,X,흐림,197,174,6.0,17,15,0,581,778,2017,12,28,3
2017-12-29,X,구름 많음,345,273,30.0,42,39,0,508,853,2017,12,29,4
2017-12-30,O,눈,709,574,46.0,89,38,0,811,1520,2017,12,30,5
2017-12-31,O,맑음,1274,1069,57.0,148,50,0,594,1868,2017,12,31,6
2018-01-01,O,맑음,1688,1380,99.0,209,40,0,628,2316,2018,1,1,0
2018-01-02,X,구름 조금,403,344,15.0,44,22,119,585,988,2018,1,2,1
2018-01-03,X,구름 조금,192,153,22.0,17,4,0,502,694,2018,1,3,2
